endpoint;count
POST:/api/v1/travelplanservice/travelPlan/cheapest;[(172, '0.633375858s', '0.628603775s'), (103, '0.432841549s', '0.429019362s'), (491, '1.537544224s', '1.533957410s'), (245, '0.840864685s', '0.837260889s'), (628, '1.215767944s', '1.213116484s'), (1487, '2.665504244s', '2.662865902s'), (421, '1.535854155s', '1.531730250s'), (315, '0.982592570s', '0.978291594s'), (1528, '2.645716511s', '2.642681987s'), (895, '1.864218603s', '1.861266653s'), (450, '1.549371763s', '1.546328657s'), (1019, '2.361797491s', '2.358432176s'), (1504, '2.919028428s', '2.916424074s'), (1418, '2.972707556s', '2.969525432s'), (398, '1.309563857s', '1.306284415s'), (406, '0.947859848s', '0.944570507s'), (413, '0.881302690s', '0.878463187s'), (1142, '1.995487812s', '1.992820283s'), (457, '0.896590420s', '0.893439124s'), (462, '1.508655610s', '1.504345733s'), (1015, '2.084893602s', '2.081408635s'), (471, '1.245807009s', '1.242319353s'), (483, '1.030775909s', '1.027590937s'), (97, '0.565703497s', '0.557849581s'), (583, '1.171922805s', '1.169032075s'), (1061, '1.980383344s', '1.977657403s'), (448, '1.669996208s', '1.665934802s'), (575, '1.021045796s', '1.018515539s'), (445, '0.961067210s', '0.957800453s'), (1276, '2.399922524s', '2.396883511s'), (1672, '2.875231969s', '2.872788030s'), (538, '1.074756012s', '1.071365959s'), (901, '1.853503641s', '1.850062025s'), (461, '0.983185235s', '0.979734407s'), (1235, '2.896691563s', '2.894439050s'), (444, '0.911048820s', '0.907835497s'), (897, '1.849480699s', '1.846363067s'), (326, '0.787409016s', '0.784233790s'), (650, '1.187207122s', '1.184196185s'), (266, '0.575497398s', '0.572003674s'), (98, '0.432788582s', '0.427985084s'), (583, '1.360954814s', '1.358303639s'), (586, '1.698100793s', '1.694953950s'), (599, '1.145467368s', '1.142251292s'), (491, '1.435604610s', '1.432127391s'), (733, '1.336871897s', '1.334234136s'), (798, '1.536884128s', '1.533832398s'), (583, '1.030031218s', '1.026907878s'), (1261, '2.211319358s', '2.209071217s'), (397, '0.975000207s', '0.971768200s'), (1104, '2.201206661s', '2.198490708s'), (734, '1.838815911s', '1.835507198s'), (234, '0.843345283s', '0.839214467s'), (973, '2.143406427s', '2.140318823s'), (419, '0.949959306s', '0.947216571s'), (684, '1.262095351s', '1.259676379s'), (438, '0.863554725s', '0.860853702s'), (404, '0.865434879s', '0.862220428s'), (812, '1.599535353s', '1.596638986s'), (349, '0.697981163s', '0.695035822s'), (569, '1.646990932s', '1.643455071s'), (456, '0.934086681s', '0.931144s'), (1586, '2.842096873s', '2.839429504s'), (895, '1.795707107s', '1.792400289s'), (160, '0.984025178s', '0.978940163s'), (577, '1.088266382s', '1.085570314s'), (1418, '2.672188831s', '2.669198352s'), (590, '1.466688550s', '1.463074127s'), (270, '0.591768159s', '0.588134175s'), (588, '1.626680423s', '1.623100138s'), (1274, '2.482483326s', '2.479517655s'), (270, '0.564232910s', '0.560787753s'), (532, '1.103498543s', '1.100648722s'), (1462, '2.757660319s', '2.755036579s'), (315, '0.950427719s', '0.946061206s'), (655, '1.326109423s', '1.322732859s'), (653, '1.679652410s', '1.676258661s'), (810, '1.642168976s', '1.638798167s'), (293, '2.262411758s', '2.253407240s'), (598, '1.278219026s', '1.274767331s'), (541, '1.135528401s', '1.129964221s'), (419, '0.890687169s', '0.885943720s'), (1103, '1.995023223s', '1.991635804s'), (317, '0.947156504s', '0.943281523s'), (856, '2.063631136s', '2.060631375s'), (591, '1.098276131s', '1.095320361s'), (97, '0.541093874s', '0.536046265s'), (452, '1.424292457s', '1.420223893s'), (605, '1.240987630s', '1.237631948s'), (571, '0.986452259s', '0.983855939s'), (448, '0.928936997s', '0.925788044s'), (347, '0.725945652s', '0.722761293s'), (406, '0.834340431s', '0.830981030s'), (462, '1.423886754s', '1.420719987s'), (293, '4.039651258s', '4.002909542s'), (263, '0.624674239s', '0.621184135s'), (440, '1.024049046s', '1.020984450s'), (1716, '3.065780105s', '3.062696666s'), (542, '1.120777600s', '1.117103204s'), (570, '1.771000527s', '1.767749939s'), (1265, '2.399608028s', '2.396826663s'), (252, '0.770215856s', '0.767203268s'), (254, '0.746976874s', '0.743648690s'), (1377, '2.705359691s', '2.701628772s'), (168, '0.870833851s', '0.866408289s'), (557, '1.055172704s', '1.051331269s'), (495, '0.838266841s', '0.835672273s'), (588, '1.540920195s', '1.537486678s'), (99, '0.650638999s', '0.645903838s'), (364, '1.440777350s', '1.436800462s'), (242, '0.814038239s', '0.810269735s'), (1543, '2.878064435s', '2.874786428s'), (442, '0.978925719s', '0.975843500s'), (591, '1.182964234s', '1.180256249s'), (1017, '1.972553722s', '1.968390717s'), (893, '1.734208993s', '1.731127541s'), (607, '1.152229949s', '1.149622358s'), (1103, '2.002870834s', '2.000072273s'), (257, '0.758936570s', '0.755791459s'), (1102, '2.531921271s', '2.528656891s'), (390, '1.054288529s', '1.050850071s'), (457, '0.912916058s', '0.909630947s'), (694, '1.250946441s', '1.247954464s'), (723, '1.287731160s', '1.285262661s'), (255, '0.742910222s', '0.739370689s'), (399, '0.871646464s', '0.868081819s'), (105, '0.390824907s', '0.386789282s'), (736, '1.801677597s', '1.798299707s'), (451, '1.122202585s', '1.118694279s'), (756, '1.322101565s', '1.319578257s'), (253, '0.747545884s', '0.744293136s'), (467, '1.000571617s', '0.997134566s'), (398, '0.938847222s', '0.935250426s'), (1019, '1.911820769s', '1.909085270s'), (571, '1.033553079s', '1.031284489s'), (752, '1.328546762s', '1.325962428s'), (170, '0.718093791s', '0.712808487s'), (521, '1.007675016s', '1.005111169s'), (642, '1.132475579s', '1.129810768s'), (393, '0.986022288s', '0.983275506s'), (583, '1.077390151s', '1.074439194s'), (101, '0.414315834s', '0.409917508s'), (534, '1.107216539s', '1.103824544s'), (397, '0.997491154s', '0.994139982s'), (400, '0.860227936s', '0.857003591s'), (96, '0.458585108s', '0.454408125s'), (1269, '2.393344432s', '2.390508546s'), (95, '0.634115791s', '0.626948625s'), (527, '1.638406205s', '1.635049108s'), (573, '1.045173154s', '1.042244145s')]
POST:/api/v1/travel2service/trips/left;[(98, '0.744800827s', '0.736476744s'), (140, '0.705507941s', '0.700267447s'), (26, '0.051848051s', '0.048854377s'), (332, '0.633992033s', '0.630686678s'), (144, '0.415339765s', '0.411619597s'), (265, '0.819595721s', '0.815489080s'), (399, '0.918983453s', '0.915666328s'), (576, '1.094052955s', '1.091446342s'), (28, '0.068792451s', '0.064003872s'), (253, '0.432593470s', '0.429701706s'), (336, '0.575764214s', '0.573438253s'), (193, '0.414818144s', '0.412169686s'), (153, '0.351548942s', '0.348186394s'), (156, '0.309499583s', '0.306165469s'), (100, '0.274206650s', '0.270867742s'), (151, '0.326380977s', '0.323625063s'), (17, '0.048502191s', '0.044607413s'), (17, '0.061532644s', '0.057334606s'), (271, '0.742580239s', '0.731446463s'), (337, '0.700847522s', '0.698171882s'), (244, '0.513684022s', '0.510944045s'), (170, '0.430829396s', '0.428321732s'), (338, '0.606060182s', '0.603217551s'), (249, '0.529938537s', '0.527572466s'), (38, '0.070621889s', '0.067630733s'), (403, '0.758063709s', '0.754758712s'), (141, '0.562559159s', '0.558713855s'), (55, '0.245357591s', '0.241294778s'), (333, '0.577202121s', '0.574278117s'), (579, '1.026046075s', '1.023434795s'), (281, '0.595090392s', '0.591726075s'), (39, '0.058670435s', '0.055186704s'), (280, '0.608855762s', '0.605638695s'), (150, '0.384095040s', '0.381127088s'), (98, '0.789366332s', '0.773448119s'), (197, '0.424305255s', '0.421425863s'), (150, '0.319383417s', '0.316087099s'), (199, '0.407864662s', '0.404813618s'), (163, '0.360184116s', '0.356666002s'), (656, '1.180382260s', '1.177260960s'), (175, '0.281257362s', '0.278784356s'), (60, '0.073612614s', '0.070449336s'), (139, '0.471974418s', '0.468980461s'), (444, '0.975743733s', '0.973030530s'), (445, '0.921192147s', '0.918236116s'), (166, '0.304198302s', '0.300862348s'), (63, '0.204966834s', '0.201169662s'), (44, '0.063331441s', '0.059673509s'), (273, '0.836456694s', '0.832560872s'), (273, '0.619204212s', '0.616160710s'), (165, '0.297034012s', '0.285915731s'), (43, '0.055920870s', '0.053397712s'), (337, '0.590686338s', '0.588048385s'), (202, '0.432606750s', '0.430063893s'), (165, '0.298844272s', '0.295317549s'), (99, '0.610218333s', '0.605118147s'), (580, '1.198525655s', '1.195612189s'), (33, '0.053450479s', '0.049728051s'), (26, '0.053505669s', '0.050852304s'), (301, '0.594731246s', '0.591540294s'), (242, '0.535628671s', '0.533271131s'), (254, '0.492463934s', '0.489821750s'), (95, '0.422865527s', '0.418292720s'), (341, '0.669741569s', '0.667105411s'), (35, '0.069161383s', '0.066288140s'), (42, '0.090023295s', '0.086897338s'), (50, '0.080700276s', '0.078275999s'), (488, '0.973341552s', '0.970661958s'), (139, '0.449060754s', '0.444970379s'), (193, '0.406190323s', '0.403326591s'), (159, '0.349502500s', '0.346776555s'), (150, '0.335086921s', '0.331229859s'), (336, '0.603900357s', '0.600717124s'), (171, '0.342968899s', '0.339829198s'), (400, '0.833598647s', '0.830492142s'), (61, '0.115986669s', '0.113580939s'), (172, '0.301113296s', '0.298211200s'), (174, '0.346440090s', '0.343793451s'), (195, '0.432658072s', '0.428116388s'), (264, '0.786812050s', '0.783017102s'), (195, '0.453210285s', '0.450429571s'), (699, '1.342824598s', '1.340229342s'), (575, '0.976358529s', '0.973771266s'), (219, '0.402198831s', '0.399219692s'), (241, '0.465694066s', '0.462415570s'), (145, '0.428383294s', '0.425487923s'), (402, '0.809748799s', '0.806436278s'), (52, '0.374932031s', '0.368527319s'), (154, '0.294669234s', '0.290951747s'), (490, '0.910317718s', '0.907524670s'), (403, '1.063281184s', '1.060332205s'), (441, '0.960997450s', '0.957957598s'), (107, '0.245942069s', '0.242330820s'), (96, '0.392411244s', '0.388394394s'), (333, '0.620001295s', '0.617256277s'), (60, '0.179672711s', '0.175857322s'), (146, '0.403517278s', '0.400302209s'), (221, '0.787571908s', '0.784277670s'), (310, '0.699838060s', '0.696566791s'), (202, '0.416607955s', '0.413761126s'), (57, '0.191839100s', '0.188696500s'), (142, '0.422540897s', '0.418888991s'), (48, '0.068658305s', '0.065749789s'), (177, '0.342694572s', '0.340085416s'), (194, '0.413499864s', '0.409479530s'), (144, '0.378948285s', '0.376044393s'), (340, '0.598603099s', '0.595599077s'), (528, '1.031988010s', '1.029254250s'), (51, '0.070350761s', '0.067616866s'), (53, '0.288491047s', '0.283912787s'), (98, '0.385693937s', '0.381806565s'), (98, '0.359590986s', '0.355529855s'), (278, '0.620923206s', '0.618123488s'), (152, '0.340743852s', '0.337668004s'), (277, '0.642288285s', '0.639748793s'), (272, '0.573908198s', '0.570985873s'), (287, '0.524690682s', '0.522131421s'), (267, '0.796821846s', '0.793321188s'), (581, '1.157219104s', '1.153906761s'), (260, '0.485053572s', '0.482495497s'), (103, '0.302096329s', '0.298892952s'), (272, '0.630635500s', '0.626775231s'), (333, '0.638301622s', '0.635385861s'), (53, '0.069762402s', '0.066361340s'), (401, '0.781861115s', '0.778442070s'), (445, '0.829287718s', '0.826304975s'), (147, '0.355397294s', '0.351903864s'), (268, '0.709254540s', '0.706370839s'), (244, '0.560505823s', '0.558122579s'), (339, '0.637913167s', '0.635350524s'), (109, '0.324130713s', '0.321245317s'), (289, '0.607295247s', '0.604137517s'), (145, '0.442202738s', '0.439360096s'), (287, '0.585761702s', '0.583300270s'), (444, '0.856668804s', '0.853959109s'), (25, '0.060982719s', '0.057210173s'), (490, '0.946761959s', '0.943671833s'), (151, '0.313717401s', '0.310913282s'), (286, '0.590560608s', '0.587950497s'), (16, '0.053144519s', '0.044387740s'), (101, '0.277970404s', '0.274740548s'), (52, '0.352347210s', '0.346531484s'), (241, '0.484717468s', '0.480400515s'), (96, '0.367270853s', '0.360403911s'), (140, '0.470962482s', '0.467905436s'), (193, '0.379442656s', '0.376309169s'), (97, '0.582784172s', '0.578077843s'), (219, '0.428908928s', '0.426511906s'), (264, '0.858737977s', '0.855374815s'), (60, '0.091914726s', '0.089498903s'), (487, '0.885491930s', '0.882841509s'), (169, '0.320967680s', '0.316758320s'), (355, '0.747728021s', '0.744645184s'), (581, '1.028756437s', '1.025618385s'), (574, '1.016910159s', '1.013737497s'), (108, '0.261037033s', '0.258039087s'), (572, '1.133564905s', '1.130489445s'), (152, '0.302221801s', '0.298859941s'), (194, '0.375107492s', '0.371779081s'), (148, '0.328594024s', '0.325580312s'), (194, '0.363497081s', '0.360570036s'), (147, '0.351933289s', '0.349058969s'), (96, '0.404030354s', '0.400613241s'), (149, '0.388787920s', '0.385991850s'), (336, '0.625115676s', '0.622010300s'), (145, '0.359629514s', '0.355899158s'), (341, '0.576885675s', '0.573562684s'), (154, '0.352845835s', '0.349955014s'), (148, '0.372322219s', '0.368621854s'), (240, '0.547860721s', '0.544512990s'), (61, '0.188180386s', '0.184867817s'), (151, '0.315518262s', '0.312651458s'), (221, '0.366972542s', '0.363663772s'), (142, '0.423783031s', '0.419905486s'), (337, '0.567260414s', '0.564266924s'), (197, '0.385529016s', '0.382684719s'), (575, '1.591101534s', '1.587845544s'), (288, '0.519325486s', '0.516675213s'), (57, '0.066756695s', '0.064101611s'), (290, '0.533526502s', '0.530215243s'), (287, '0.512234800s', '0.509435238s'), (285, '0.604045543s', '0.599620127s'), (166, '0.297664282s', '0.294579849s'), (578, '1.107478630s', '1.104561384s'), (98, '0.792403454s', '0.786691587s'), (531, '1.016754536s', '1.013569878s'), (316, '0.693888647s', '0.691001034s'), (49, '0.093288630s', '0.090740486s'), (221, '0.734632844s', '0.730628399s'), (31, '0.054708197s', '0.051873451s'), (56, '0.190999456s', '0.186841811s'), (101, '0.283035211s', '0.279224559s'), (142, '0.455676254s', '0.451999756s'), (158, '0.333712097s', '0.330089774s'), (138, '0.520251116s', '0.516246242s'), (440, '0.846782183s', '0.843610255s'), (45, '0.081599346s', '0.078481450s'), (99, '0.379551863s', '0.376876320s'), (614, '1.029251234s', '1.026511138s'), (94, '0.440097359s', '0.435414241s'), (139, '0.466319145s', '0.463622265s'), (175, '0.344669867s', '0.340729186s'), (272, '0.595620430s', '0.592437374s'), (291, '0.556404106s', '0.553107181s'), (107, '0.312411888s', '0.309702647s'), (22, '0.062737054s', '0.059377549s'), (335, '0.701662459s', '0.699247568s'), (222, '0.734616357s', '0.731537633s'), (334, '0.805496152s', '0.802775079s'), (97, '0.332153068s', '0.328487810s'), (100, '0.318852142s', '0.316004189s'), (58, '0.087951345s', '0.085458636s'), (37, '0.066360267s', '0.063317065s'), (355, '0.815901499s', '0.812800352s'), (156, '0.334830482s', '0.332021514s'), (260, '0.438317437s', '0.435704134s'), (53, '0.304790184s', '0.299896717s'), (146, '0.395021059s', '0.391954810s'), (41, '0.058941330s', '0.055534661s'), (148, '0.338879823s', '0.335650796s'), (37, '0.052298464s', '0.049353091s'), (276, '0.613261910s', '0.610104506s'), (198, '0.442270123s', '0.439167880s'), (250, '0.521084312s', '0.518646089s'), (152, '0.371589568s', '0.368996268s'), (149, '0.314199062s', '0.310532333s'), (143, '0.373064895s', '0.370181183s'), (291, '0.578951092s', '0.575737509s'), (54, '0.305540267s', '0.301029652s'), (160, '0.328509401s', '0.325736398s'), (286, '0.590826054s', '0.588173673s'), (106, '0.263093903s', '0.260108963s'), (140, '0.455867806s', '0.452409439s'), (251, '0.503099974s', '0.500174630s'), (572, '1.032000207s', '1.028802321s'), (399, '0.899991992s', '0.896942189s'), (31, '0.044915182s', '0.041492972s'), (160, '0.346098389s', '0.343273013s'), (218, '0.392507616s', '0.388625572s'), (42, '0.074691823s', '0.071983456s'), (288, '0.561501165s', '0.559169892s'), (155, '0.310399296s', '0.307604101s'), (154, '0.329774896s', '0.327055483s'), (102, '0.320604653s', '0.316964366s'), (579, '1.031184161s', '1.028513404s'), (249, '0.459987259s', '0.457305703s'), (258, '0.574624268s', '0.572045369s'), (270, '0.754637248s', '0.751600987s'), (283, '0.601767037s', '0.598456375s'), (57, '0.247512261s', '0.243826055s'), (487, '1.019609701s', '1.016815450s'), (44, '0.080121225s', '0.077461273s'), (267, '0.699152121s', '0.695606139s'), (101, '0.322191553s', '0.318263329s'), (486, '0.909509586s', '0.906606157s'), (104, '0.295854416s', '0.292567488s'), (53, '0.073839178s', '0.071094336s'), (338, '0.856360348s', '0.853999506s'), (57, '0.237579674s', '0.233183755s'), (52, '0.425773969s', '0.414103374s'), (147, '0.405041910s', '0.401231280s'), (95, '0.417729088s', '0.413493010s'), (248, '0.447946564s', '0.445260569s'), (174, '0.276993370s', '0.274046227s'), (46, '0.082178375s', '0.079754810s'), (615, '1.054757873s', '1.052070078s'), (23, '0.064972493s', '0.061749291s'), (140, '0.408167555s', '0.404960024s'), (316, '0.617166853s', '0.614550415s'), (151, '0.308412914s', '0.305404932s'), (53, '0.327777307s', '0.322529208s'), (29, '0.059223814s', '0.055209708s'), (278, '0.593383047s', '0.589826729s'), (56, '0.332942919s', '0.328113738s'), (152, '0.302327246s', '0.299715490s'), (15, '0.052018691s', '0.048334698s'), (172, '0.338375685s', '0.335681641s'), (23, '0.048445464s', '0.045063832s'), (148, '0.415215643s', '0.411929053s'), (104, '0.270880375s', '0.268067663s'), (63, '0.167344814s', '0.163702089s'), (105, '0.242628866s', '0.238031253s'), (18, '0.069001412s', '0.065729391s'), (106, '0.261499161s', '0.257938375s'), (152, '0.384607981s', '0.381406926s'), (176, '0.315103775s', '0.312288004s'), (243, '0.457592872s', '0.454378383s'), (487, '0.991985350s', '0.988881874s'), (53, '0.302335210s', '0.296185251s'), (96, '0.377365256s', '0.372790969s'), (54, '0.274038470s', '0.269698183s'), (95, '0.434685498s', '0.429985607s'), (257, '0.514632237s', '0.512153062s'), (99, '0.330924788s', '0.324751948s'), (159, '0.337067349s', '0.333722492s'), (276, '0.555172885s', '0.551996044s'), (49, '0.065510906s', '0.062215795s'), (252, '0.470464823s', '0.467207704s'), (397, '0.957024341s', '0.953995956s'), (54, '0.280453278s', '0.275344427s'), (398, '0.821480268s', '0.818147682s')]
POST:/api/v1/preserveservice/preserve;[(74, '0.218991280s', '0.216117887s'), (72, '0.226298257s', '0.223066247s'), (74, '0.236578665s', '0.233419889s'), (73, '0.325852731s', '0.322329625s'), (73, '0.226835497s', '0.224057945s'), (74, '0.561190974s', '0.556264183s'), (73, '0.596194424s', '0.589501052s'), (73, '0.265886110s', '0.261814308s'), (71, '0.253628785s', '0.250496051s'), (71, '0.410916550s', '0.406225853s'), (73, '0.264413694s', '0.261167530s'), (73, '0.427152957s', '0.422701141s'), (72, '0.210417237s', '0.207801356s'), (71, '0.196593538s', '0.193549392s'), (71, '0.382755450s', '0.377313847s'), (74, '0.224264435s', '0.221914671s'), (74, '0.247823581s', '0.242684234s'), (72, '0.230271983s', '0.227234088s'), (73, '0.277413782s', '0.274645752s'), (74, '0.220737981s', '0.217878010s'), (74, '0.284349s', '0.280851825s'), (71, '0.246533901s', '0.243557763s'), (73, '0.385584522s', '0.382216189s'), (72, '0.210232s', '0.206799608s'), (74, '0.323404855s', '0.320359987s'), (71, '0.241179487s', '0.237887075s'), (73, '0.218749787s', '0.215525865s'), (71, '0.221197723s', '0.218082936s'), (73, '0.227368193s', '0.224293459s'), (74, '0.254234360s', '0.249148373s'), (73, '0.213724930s', '0.211495357s'), (74, '0.220707993s', '0.217550017s'), (73, '0.305543242s', '0.302513413s'), (72, '0.285087809s', '0.282038287s'), (73, '0.205091755s', '0.202521619s'), (73, '0.401484885s', '0.397670120s'), (72, '0.243782903s', '0.240948671s'), (74, '0.269030018s', '0.265863109s'), (72, '0.232783003s', '0.229729604s'), (73, '0.423750954s', '0.419249837s'), (74, '0.263230897s', '0.260246626s'), (72, '0.249680174s', '0.247041048s'), (74, '0.278033107s', '0.275174311s'), (71, '0.217752582s', '0.214846083s'), (72, '0.340050438s', '0.336125713s'), (74, '0.227507854s', '0.224191175s'), (73, '0.274380214s', '0.271538689s'), (71, '0.205052840s', '0.201830385s'), (71, '0.282367964s', '0.279473274s'), (72, '0.231721603s', '0.228889563s'), (74, '0.341109238s', '0.337539270s'), (74, '0.301137405s', '0.297935014s'), (72, '0.282497084s', '0.278789207s'), (72, '0.206464915s', '0.202066737s'), (73, '0.253161043s', '0.250170628s'), (74, '0.266868898s', '0.263475411s'), (73, '0.248893950s', '0.246347854s'), (72, '0.215018431s', '0.212236953s'), (74, '0.261507703s', '0.258407449s'), (71, '0.194348938s', '0.191580208s'), (73, '0.267900553s', '0.264715330s'), (73, '0.699103058s', '0.696377630s'), (72, '0.304806999s', '0.298396630s'), (72, '0.248270602s', '0.245117969s'), (72, '0.302797673s', '0.299071552s'), (73, '0.248019254s', '0.245377561s'), (73, '0.405210258s', '0.400399353s'), (72, '0.202281623s', '0.199463882s'), (71, '0.221722170s', '0.218576874s'), (73, '0.234114608s', '0.230924466s'), (72, '0.323080285s', '0.319583633s'), (71, '0.238992831s', '0.236183644s'), (74, '0.232605565s', '0.230017072s'), (74, '0.297934014s', '0.294902569s'), (73, '0.222807484s', '0.218277832s'), (71, '0.232716980s', '0.229874211s'), (71, '0.362405626s', '0.356859612s'), (72, '0.232316785s', '0.229770105s'), (73, '0.240821582s', '0.238046447s'), (72, '0.229408998s', '0.226076518s'), (71, '0.228399131s', '0.225386558s'), (72, '0.225794641s', '0.222675272s'), (74, '3.880196299s', '3.831964222s'), (73, '0.318284123s', '0.314443840s'), (71, '0.250603096s', '0.247695859s'), (71, '0.213962977s', '0.210952286s'), (72, '0.265343894s', '0.261796625s'), (73, '0.225237837s', '0.222035245s'), (73, '0.207759207s', '0.204873051s'), (73, '0.233625931s', '0.230049677s'), (71, '0.207776409s', '0.204558723s'), (71, '0.191747190s', '0.188736587s'), (71, '0.223115447s', '0.220181033s'), (74, '0.323283028s', '0.319645161s'), (71, '0.212824932s', '0.210482035s'), (74, '0.293127025s', '0.289198943s'), (73, '0.219449767s', '0.216115382s'), (73, '0.254849266s', '0.251383482s'), (73, '0.376524229s', '0.373294456s'), (73, '0.248355984s', '0.245255295s'), (73, '0.238831875s', '0.234925326s'), (72, '0.217448813s', '0.214097155s'), (72, '0.585322571s', '0.580043172s'), (74, '0.215341755s', '0.212502985s'), (72, '0.293351783s', '0.289894849s'), (74, '0.291703588s', '0.288201315s'), (73, '0.444930993s', '0.442253614s'), (72, '0.336903899s', '0.333609269s'), (71, '0.268872782s', '0.265241772s'), (73, '0.256957305s', '0.253612230s'), (74, '0.241244940s', '0.238295983s'), (71, '0.204236653s', '0.201409270s'), (74, '0.343386571s', '0.340060212s'), (74, '0.221581775s', '0.218766911s'), (73, '0.236149987s', '0.232386479s'), (71, '0.522620023s', '0.516207729s'), (73, '0.225406454s', '0.222541578s'), (73, '0.217574850s', '0.214551187s'), (73, '0.265169106s', '0.262018055s'), (72, '0.302456700s', '0.299139621s'), (74, '0.372823727s', '0.368553888s'), (74, '0.268486802s', '0.265534066s'), (74, '0.272483309s', '0.269148955s'), (72, '0.443450068s', '0.440518643s'), (72, '0.278161253s', '0.274405378s'), (72, '0.330557361s', '0.327002302s'), (72, '0.500510377s', '0.494956014s'), (73, '0.454666032s', '0.452208163s'), (71, '0.410532408s', '0.407179743s'), (74, '0.220546349s', '0.217372226s'), (72, '0.210288890s', '0.207323876s'), (72, '0.229326512s', '0.226575248s'), (71, '0.235330992s', '0.232226619s'), (74, '0.258606612s', '0.255127632s'), (71, '0.343446427s', '0.340982735s'), (73, '0.218800541s', '0.216168333s'), (74, '0.716411037s', '0.706966149s'), (71, '0.203711835s', '0.201210816s')]
